--------- beginning of /dev/log/main
05-28 19:45:19.969  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, resetMultipleFormSubmissionProtection, 1365
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconDatabase.cpp, isOpen, 1004
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconRecord.cpp, imageDataStatus, 115
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconRecord.cpp, image, 70
05-28 19:45:20.559  2140  2165 E WebCoreFrameBridge: didReceiveIcon, 812
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconLoader.cpp, clearLoadingState, 221
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoader.cpp, didReceiveResponse, 321
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, httpBody, 398
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, updateResourceRequest, 600
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoader.cpp, frameLoader, 226
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadNotifier.cpp, didReceiveResponse, 89
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, addResponse, 844
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ProgressTracker.cpp, incrementProgress, 192
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceResponseBase.cpp, expectedContentLength, 224
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceResponseBase.cpp, lazyInit, 762
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadNotifier.cpp, dispatchDidReceiveResponse, 172
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoader.cpp, resourceData, 56
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/platform/network/android/ResourceHandleAndroid.cpp, supportsBufferedData, 103
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/platform/network/HTTPHeaderMap.cpp, ~HTTPHeaderMap, 54
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebKit/android/WebCoreSupport/WebUrlLoaderClient.cpp, didReceiveData, 462
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebKit/android/WebCoreSupport/WebUrlLoaderClient.cpp, isActive, 103
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceHandle.cpp, client, 127
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceHandle.cpp, client, 127
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceHandle.cpp, client, 127
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoader.cpp, didReceiveData, 562
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/SubresourceLoader.cpp, didReceiveData, 188
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoader.cpp, didReceiveData, 342
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoader.cpp, addData, 251
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/platform/network/android/ResourceHandleAndroid.cpp, supportsBufferedData, 103
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoader.cpp, frameLoader, 226
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadNotifier.cpp, didReceiveData, 103
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ProgressTracker.cpp, incrementProgress, 216
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, numPendingOrLoadingRequests, 3175
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, numRequests, 176
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/cache/CachedResourceLoader.cpp, requestCount, 812
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, hasHTMLView, 4322
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoaderStateMachine.cpp, firstLayoutDone, 88
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ProgressTracker.cpp, estimatedProgress, 98
05-28 19:45:20.559  2140  2165 E WebCoreFrameBridge: setProgress, 786
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadNotifier.cpp, dispatchDidReceiveContentLength, 183
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconLoader.cpp, didReceiveData, 133
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebKit/android/WebCoreSupport/WebUrlLoaderClient.cpp, didFinishLoading, 546
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebKit/android/WebCoreSupport/WebUrlLoaderClient.cpp, isActive, 103
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceHandle.cpp, client, 127
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceHandle.cpp, client, 127
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoader.cpp, didFinishLoading, 573
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/SubresourceLoader.cpp, didFinishLoading, 220
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconLoader.cpp, didFinishLoading, 176
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, removeSubresourceLoader, 1005
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, updateLoading, 483
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, frameLoader, 123
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, isLoading, 2161
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, activeDocumentLoader, 2150
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, isLoadingMainResource, 1037
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, isLoadingSubresources, 1046
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, isLoadingPlugIns, 1055
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, checkLoadComplete, 3159
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, recursiveCheckLoadComplete, 3140
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, checkLoadCompleteForThisFrame, 2919
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, isLoadingInAPISense, 573
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, frameLoader, 123
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/cache/CachedResourceLoader.cpp, requestCount, 812
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, frameLoader, 123
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, subframeIsLoading, 2847
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, markLoadComplete, 2314
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, setState, 2284
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, frameLoadCompleted, 3089
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/HistoryController.cpp, updateForFrameLoadCompleted, 616
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoaderStateMachine.cpp, committedFirstRealDocumentLoad, 61
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoaderStateMachine.cpp, isDisplayingInitialEmptyDocument, 79
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoaderStateMachine.cpp, firstLayoutDone, 88
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, stopRecordingResponses, 854
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, isBackForwardLoadType, 152
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoaderStateMachine.cpp, creatingInitialEmptyDocument, 70
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoaderStateMachine.cpp, committedFirstRealDocumentLoad, 61
05-28 19:45:20.559  2140  2165 E WebCoreFrameBridge: didFinishLoad, 673
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, activeDocumentLoader, 2150
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, url, 196
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, request, 178
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, url, 143
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, updateResourceRequest, 600
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, loadType, 2878
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ProgressTracker.cpp, progressCompleted, 148
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ProgressTracker.cpp, finalProgressComplete, 169
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ProgressTracker.cpp, estimatedProgress, 98
05-28 19:45:20.559  2140  2165 E WebCoreFrameBridge: setProgress, 786
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ProgressTracker.cpp, reset, 107
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoader.cpp, didFinishLoading, 379
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoader.cpp, didFinishLoadingOnePart, 395
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoader.cpp, frameLoader, 226
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadNotifier.cpp, didFinishLoad, 115
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ProgressTracker.cpp, completeProgress, 284
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadNotifier.cpp, dispatchDidFinishLoading, 194
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoader.cpp, releaseResources, 98
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resourceLoadScheduler, 78
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, remove, 166
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, url, 143
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, updateResourceRequest, 600
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, hostForURL, 59
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, remove, 339
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, scheduleServePendingRequests, 278
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/platform/network/HTTPHeaderMap.cpp, HTTPHeaderMap, 46
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/platform/network/HTTPHeaderMap.cpp, ~HTTPHeaderMap, 54
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/SubresourceLoader.cpp, ~SubresourceLoader, 66
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoader.cpp, ~ResourceLoader, 89
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/platform/network/HTTPHeaderMap.cpp, ~HTTPHeaderMap, 54
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/platform/network/HTTPHeaderMap.cpp, ~HTTPHeaderMap, 54
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/platform/network/HTTPHeaderMap.cpp, ~HTTPHeaderMap, 54
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebKit/android/WebCoreSupport/WebUrlLoaderClient.cpp, finish, 388
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/platform/network/android/ResourceHandleAndroid.cpp, ~ResourceHandle, 57
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/platform/network/android/ResourceHandleAndroid.cpp, ~ResourceHandleInternal, 49
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/platform/network/HTTPHeaderMap.cpp, ~HTTPHeaderMap, 54
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebKit/android/WebCoreSupport/WebUrlLoader.cpp, ~WebUrlLoader, 53
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/platform/network/HTTPHeaderMap.cpp, ~HTTPHeaderMap, 54
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebKit/android/WebCoreSupport/WebRequest.cpp, ~WebRequest, 122
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebKit/android/WebCoreSupport/WebUrlLoaderClient.cpp, ~WebUrlLoaderClient, 95
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ProgressTracker.cpp, estimatedProgress, 98
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebKit/android/WebCoreSupport/ChromeClientAndroid.cpp, layersSync, 73
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, requestTimerFired, 289
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, servePendingRequests, 197
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, servePendingRequests, 227
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, hasRequests, 361
05-28 19:45:20.559  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, ~HostInformation, 309
05-28 19:45:20.569  2140  2140 V Tab     : enter onProgressChanged(): 100
05-28 19:45:20.569  2140  2140 V Tab     : enter onPageFinished()
05-28 19:45:20.669  2140  2165 E WebCoreFrameBridge: HasPasswordField, 2099
05-28 19:45:20.689  2140  2154 E         : external/webkit/Source/WebKit/android/WebCoreSupport/WebCookieJar.cpp, get, 130
05-28 19:45:20.689  2140  2154 E         : external/webkit/Source/WebKit/android/WebCoreSupport/WebCookieJar.cpp, instance, 119
05-28 19:45:20.689  2140  2154 E         : external/webkit/Source/WebKit/android/WebCoreSupport/WebCookieJar.cpp, allowCookies, 182
05-28 19:45:20.689  2140  2154 E         : external/webkit/Source/WebKit/android/WebCoreSupport/WebCookieJar.cpp, flush, 290
05-28 19:45:20.689  2140  2154 E         : external/webkit/Source/WebKit/android/WebCoreSupport/WebCookieJar.cpp, get, 130
05-28 19:45:20.689  2140  2154 E         : external/webkit/Source/WebKit/android/WebCoreSupport/WebCookieJar.cpp, instance, 119
05-28 19:45:20.689  2140  2154 E         : external/webkit/Source/WebKit/android/WebCoreSupport/WebUrlLoaderClient.cpp, ioThread, 53
05-28 19:45:20.699  2140  2154 E         : external/webkit/Source/WebKit/android/WebCoreSupport/WebCookieJar.cpp, get, 130
